Fecha,Canal,Titulo,Nombre Capitulo,Descripcion,Info adicional,Horario
2025-02-24,9Life,Getaway,Scenic - Eclipse #1,"David Reyne is in Norway discovering the epic scenery, magnificent fjords, and picture perfect towns this Scandinavian masterpiece is famous for.",Travel | Australia | 2019 | PG,11:30AM - 12:00PM
2025-02-24,9Life,Country House Hunters: New Zealand,Ohaupo,Couple Alma and Charlie relocate from the UK to countryside New Zealand to be closer to family.,Lifestyle | New Zealand | 2023 | G,12:00PM - 12:30PM
2025-02-24,9Life,Country House Hunters: New Zealand,Rotorua,"The team hunt for a family home in Rotorua, in the North Island. They meet Michelle and family friend James, looking for a home large enough for Michelle's family, and their mountain bikes.",Lifestyle | New Zealand | 2023 | G,12:30PM - 1:00PM
2025-02-24,9Life,Nate & Jeremiah Save My House,Connecting a Family,Brandy and Steve are novices to renovation and the projects they've attempted have failed. Watch as Nate and Jeremiah help them create a home where they connect better as a family and create memories.,Lifestyle | USA | 2020 | PG,1:00PM - 2:00PM
2025-02-24,9Life,Fixer to Fabulous,Family Farmhouse Restoration,"A couple inherits a home that's been in their family for many years, and now they want to turn it into a place for future generations to enjoy.",Reality/Real-Life | USA | 2023 | G,2:00PM - 3:00PM
2025-02-24,9Life,The Block,Kids Undercover Challenge,"Sara is elated when her secret weapon arrives. Courtney and Hans cannot stay at the Block, so Scott sends all the couples for a night away in Bendigo.",Lifestyle | Australia | 2018 | PG,3:00PM - 4:00PM
2025-02-24,9Life,Reno My Rental,Eclectic Rental Retreat,Carmeon Hamilton helps a creative couple transform their brown kitchen and nondescript terrace into eclectic spaces they will love.,Lifestyle | USA | 2021 | G,4:00PM - 4:30PM
2025-02-24,9Life,Frozen in Time,The 1950 House,Brian and Mary are overwhelmed with the amount of work that needs to go into their 1950 home. Maureen and Dan come up with a design plan that will make the home current but save the history.,Lifestyle | USA | 2020 | G,4:30PM - 5:00PM
2025-02-24,9Life,Zombie House Flipping,Dallas: Carriage,Looks can be deceiving. This Derek special is set in a posh neighborhood on a treelined street and from the outside it doesn't look like your typical Zombie.,Lifestyle | USA | 2024 | PG,5:00PM - 6:00PM
2025-02-24,9Life,House Hunters International,"The Oregon Trail to Tarragona, Spain","An Oregon couple takes on a new opportunity and leaves small-town life behind for Tarragona, Spain; with limited options for work, finding a place on a student budget is a challenge.",Lifestyle | USA | 2022 | G,6:00PM - 6:30PM
2025-02-24,9Life,House Hunters,Close to Town or Out in the Country,"A Redding, CA, couple with two daughters are eager to move out of her parents' home and find their own place. He wants a fixer-upper in the country with lots of land, but she prefers a move-in ready in town that's close to her family.",Lifestyle | USA | 2020 | G,6:30PM - 7:00PM
2025-02-24,9Life,House Hunters,To Buy or Rent in Fort Lauderdale,"A Chicago couple struggles to commit to buying a home after a recent move to Fort Lauderdale, Florida.",Lifestyle | USA | 2021 | G,7:00PM - 7:30PM
2025-02-24,9Life,House Hunters International,"Moving for Maori Culture in Hamilton, New Zealand","Influenced by Maori culture, a Ph.D. from New Jersey and his chef husband relocate to New Zealand. But finding a home that suits both their needs is a challenge.",Lifestyle | USA | 2024 | G,7:30PM - 8:00PM
2025-02-24,9Life,House Hunters International,"A Long List of Firsts in Maastricht, the Netherlands","A young Canadian couple is ready to embrace adulthood in the Netherlands. They're facing a daunting list of firsts, and enduring their first disagreement may be a challenge.",Lifestyle | USA | 2024 | G,8:00PM - 8:30PM
2025-02-24,9Life,Backed by the Bros,Income Up in Smoke,"Jonathan and Drew must decide whether to back an overwhelmed investor that is possibly sitting on a goldmine, or a flipping couple who secured an enviable property but have no idea if they should renovate.",Reality/Real-Life | USA | 2024 | PG,8:30PM - 9:30PM
2025-02-24,9Life,Bargain Mansions,Coolest Reveals,"Tamara and her father, Ward, discuss their favorite home reveals they've designed over the years. Watch as they revisit gorgeous homes from seasons past and share what made them their favorites.",Reality/Real-Life | USA | 2022 | G,9:30PM - 10:30PM
2025-02-24,9Life,Bargain Mansions,The Mural of the Story,"Tamara Day works on restoring a 1909 Craftsman home, opening up its meandering layout, and ripping out the tacky additions that have stripped the house of its original charm.",Reality/Real-Life | USA | 2017 | G,10:30PM - 11:00PM
2025-02-24,9Life,Bargain Mansions,Clowning Around,"Tamara continues renovating a 1909 Craftsman home, transforming a small bedroom into the master bath. She refurbishes French doors, vintage sinks and a tub. During the walkthrough, Tamara discovers the creepiest thing she's ever found.",Reality/Real-Life | USA | 2017 | G,11:00PM - 11:30PM
2025-02-24,9Life,House Hunters International,"The Oregon Trail to Tarragona, Spain","An Oregon couple takes on a new opportunity and leaves small-town life behind for Tarragona, Spain; with limited options for work, finding a place on a student budget is a challenge.",Lifestyle | USA | 2022 | G,11:30PM - 12:00AM
2025-02-24,9Rush,Expedition X,An American Werewolf,"Josh Gates is on the ground with Jessica Chobot and Phil Torres to chase reports of a half-man, half-beast in rural Wisconsin. Frequent attacks and new sightings have left locals crippled with fear.",Reality/Real-Life | USA | 2020 | M,12:30AM - 1:30AM
2025-02-24,9Rush,Nature's Strangest Mysteries: Solved,Octopus Houdini,Experts reveal how a bird could sing without using its voice and how an octopus could simply disappear from his aquarium tank. These could be two of nature's greatest illusionists.,Documentary | USA | 2019 | PG,1:30AM - 2:00AM
2025-02-24,9Rush,Nature's Strangest Mysteries: Solved,Animal Vandals,"Experts reveal what animals are breaking into thousands of cars every year, how ants form a 10-foot bridge using only their bodies and why the fish crossed the road.",Documentary | USA | 2019 | PG,2:00AM - 2:30AM
2025-02-24,9Rush,NASA's Unexplained Files,ISS Evacuation,Astronauts are evacuated when a mystery object is discovered hurtling towards the ISS.,Documentary | UK | 2019 | PG,2:30AM - 3:30AM
2025-02-24,9Rush,How It's Made,"Belts, 3D Metal Printers, Detectable Warning Panels, Model Stirling Engines","Discover how belts and 3-D metal printers are manufactured. Also, see how detectable warning panels and model Stirling engines are constructed.",Documentary | Canada | 2024 | PG,3:30AM - 4:00AM
2025-02-24,9Rush,How It's Made,"Compression & Extension Springs, Micro Drill Bits, Skiffs, Backsplashes",Explore the construction behind skiffs and compression and extension springs. See how micro drill bits and painted glass backsplashes are manufactured.,Documentary | Canada | 2024 | PG,4:00AM - 4:30AM
2025-02-24,9Rush,Drive TV,Volvo XC60,"Emma and Sharlene take a luxury Swedish SUV on a girls' trip for some sand, beach, surf and banging sounds across northern NSW.",Lifestyle | Australia | 2022 | G,4:30AM - 5:00AM
2025-02-24,9Rush,Tanked,Keyshia Cole's Dream Tank,"R&B singer Keyshia Cole is literally dreaming of a beautiful saltwater aquarium in her home and wants to make it a reality, and fortunately for ATM, Keyshia's social media followers led her to them.",Documentary | USA | 2018 | PG,5:00AM - 6:00AM
2025-02-24,9Rush,Salvage Hunters,Spain Foreign Special,"Seeing an untapped source of rare items, Drew tours Catalonia looking for some chic Spanish antiques. In Peralada, Drew is blown away by a 17th century house full of treasures.",Documentary | UK | 2018 | PG,6:00AM - 7:00AM
2025-02-24,9Rush,How It's Made,"Fencing Masks, Books, Ocean Drone Transformers, and 3D Puzzles","Explore the construction behind fencing masks, ocean drone transformers and 3-D puzzles. Also, discover how books are printed.",Documentary | Canada | 2024 | PG,7:00AM - 7:30AM
2025-02-24,9Rush,How It's Made,"Tin Whistles, Horn Products, and Formula F Race Cars","Discover how tin whistles and horn products are produced. Also, explore the construction behind Formula F race cars.",Documentary | Canada | 2024 | PG,7:30AM - 8:00AM
2025-02-24,9Rush,Wheeler Dealers,Alfa Romeo GTV,"Mike finds an Alfa Romeo GTV with some fails, but nothing that he reckons Elvis can't sort. He plans to go to Italy to recreate the GTV Cup. Can they get the GTV ready for an Italian road trip?",Lifestyle | UK | 2022 | PG,8:00AM - 9:00AM
2025-02-24,9Rush,Tanked,Brett's Donut Mania Tank,Donut Mania is Brett's newest business venture and they are about to have their grand opening. Wayde and the whole team want to congratulate him with a surprise fish tank.,Documentary | USA | 2018 | PG,9:00AM - 10:00AM
2025-02-24,9Rush,Off the Hook,Tex-Sharkana,"Pro wrestler ""Showtime"" Eric Young is on a journey into the world of extreme and unusual fishing.",Documentary | USA | 2013 | PG,10:00AM - 10:30AM
2025-02-24,9Rush,Off the Hook,Beard Science,"Pro wrestler ""Showtime"" Eric Young is on a journey into the world of extreme and unusual fishing.",Documentary | USA | 2013 | PG,10:30AM - 11:00AM
2025-02-24,9Rush,Salvage Hunters,Spain Foreign Special,"Seeing an untapped source of rare items, Drew tours Catalonia looking for some chic Spanish antiques. In Peralada, Drew is blown away by a 17th century house full of treasures.",Documentary | UK | 2018 | PG,11:00AM - 12:00PM
2025-02-24,9Rush,Nature's Strangest Mysteries: Solved,Octopus Houdini,Experts reveal how a bird could sing without using its voice and how an octopus could simply disappear from his aquarium tank. These could be two of nature's greatest illusionists.,Documentary | USA | 2019 | PG,12:00PM - 12:30PM
2025-02-24,9Rush,Nature's Strangest Mysteries: Solved,Animal Vandals,"Experts reveal what animals are breaking into thousands of cars every year, how ants form a 10-foot bridge using only their bodies and why the fish crossed the road.",Documentary | USA | 2019 | PG,12:30PM - 1:00PM
2025-02-24,9Rush,Ancient Aliens,The Alien Discs,"In China, hundreds of strange disks are discovered in a cave that appear to be of an ancient extraterrestrial crash on Earth, the disks are confiscated by the Chinese government and dismissed as a hoax.",Documentary | USA | 2023 | PG,1:00PM - 2:00PM
2025-02-24,9Rush,Wheeler Dealers,Alfa Romeo GTV,"Mike finds an Alfa Romeo GTV with some fails, but nothing that he reckons Elvis can't sort. He plans to go to Italy to recreate the GTV Cup. Can they get the GTV ready for an Italian road trip?",Lifestyle | UK | 2022 | PG,2:00PM - 3:00PM
2025-02-24,9Rush,How It's Made,"Fencing Masks, Books, Ocean Drone Transformers, and 3D Puzzles","Explore the construction behind fencing masks, ocean drone transformers and 3-D puzzles. Also, discover how books are printed.",Documentary | Canada | 2024 | PG,3:00PM - 3:30PM
2025-02-24,9Rush,How It's Made,"Tin Whistles, Horn Products, and Formula F Race Cars","Discover how tin whistles and horn products are produced. Also, explore the construction behind Formula F race cars.",Documentary | Canada | 2024 | PG,3:30PM - 4:00PM
2025-02-24,9Rush,Drive TV,Jaguar I-Pace,"A road trip to Hyams Beach, a place that holds the Guinness record for the whitest sand in the world; dispelling range anxiety myths with Europe's first electric SUV.",Lifestyle | Australia | 2022 | PG,4:00PM - 4:30PM
2025-02-24,9Rush,Salvage Hunters,Spain Foreign Special,"Seeing an untapped source of rare items, Drew tours Catalonia looking for some chic Spanish antiques. In Peralada, Drew is blown away by a 17th century house full of treasures.",Documentary | UK | 2018 | PG,4:30PM - 5:30PM
2025-02-24,9Rush,Tanked,Brett's Donut Mania Tank,Donut Mania is Brett's newest business venture and they are about to have their grand opening. Wayde and the whole team want to congratulate him with a surprise fish tank.,Documentary | USA | 2018 | PG,5:30PM - 6:30PM
2025-02-24,9Rush,Wheeler Dealers,Alfa Romeo GTV,"Mike finds an Alfa Romeo GTV with some fails, but nothing that he reckons Elvis can't sort. He plans to go to Italy to recreate the GTV Cup. Can they get the GTV ready for an Italian road trip?",Lifestyle | UK | 2022 | PG,6:30PM - 7:30PM
2025-02-24,9Rush,Bering Sea Gold,Papa's Got A Brand New Dredge Pt 2 Of 2,Shawn's ready to get the remastered Myrtle Irene onto the water. Zeke helps on Vernon's claim. Emily hopes to add to her squad. Kris and his crew finally head to Elim.,Documentary | USA | 2021 | M,7:30PM - 8:30PM
2025-02-24,9Rush,Aussie Gold Hunters: Mine SOS,Chris and Vince,Paul Mackie and the team try to find the causes of a two-year dry streak that threatens to end the dreams of rookie prospectors Chris Moore and Vince Federici.,Documentary | Australia | 2022 | PG,8:30PM - 9:30PM
2025-02-24,9Rush,Gold Rush: White Water,Fortune Favors the Bold,Dustin Hurt faces a dilemma: Risk his life and financial ruin by purchasing and mining one of the most legendary and inhospitable claims in Alaska or play it safe in the white water of McKinley Creek.,Reality/Real-Life | USA | 2022 | M,9:30PM - 10:30PM
2025-02-24,9Rush,Gold Rush: Dave Turin's Lost Mine,On the Gold Again,Dave tests positive for COVID-19 and entrusts mechanic Nathan with a solo prospect deep in the wilderness. Equipment breakdowns force Andrew to step up.,Documentary | USA | 2022 | M,10:30PM - 11:30PM
2025-02-24,9Rush,Bering Sea Gold,Papa's Got A Brand New Dredge Pt 2 Of 2,Shawn's ready to get the remastered Myrtle Irene onto the water. Zeke helps on Vernon's claim. Emily hopes to add to her squad. Kris and his crew finally head to Elim.,Documentary | USA | 2021 | M,11:30PM - 12:30AM
2025-02-25,Nine,World's Greatest Myths and Mysteries,Lost Treasures and Hidden Secrets,"We explore ancient wonders and lost artefacts, from Pompeii's ruins and Egypt's Great Pyramid to Angkor Wat's carvings. Dark tales emerge revealing myths.",Documentary | Australia | 2024 | PG,12:00AM - 1:00AM
2025-02-25,Nine,Destination WA,,"Trevor's got an eye for outback fashion at the Enchanted Colours runway event, Kate sees a kaleidoscope of colour, bringing cultural diversity to fashion, and Trevor's searching for pearls again at Willie Creek Pearl Farm.",Travel | Australia | 2024 | G,1:00AM - 1:30AM
2025-02-25,Nine,TV Shop - Home Shopping,Total Gym FIT,Home shopping program.,Shopping | USA | 2023 | G,1:30AM - 2:00AM
